date_bin,TEMP,HUM,CO2,PM1,PM2.5,PM5,PM10,HCHO,VOC,NO2,NOISE,DOOR1,WINDOW1,WINDOW2,VENT. TYPE,VENT. TIME,EXT. TEMP,EXT. HUM,EXT. PM2.5,EXT. PM10,EXT. NO2,EXT. CO
2024-09-05 02:35:00,25.5,57.4,483,1.76,1.86,1.86,1.86,0,216,65.9,22,0,1,0,1 window,15795,17.6,78,3,7,6,0.2
2024-09-05 02:40:00,25.4,57.7,485,1.79,1.89,1.89,1.89,0,220,69,22,0,1,0,1 window,15800,17.6,78,3,7,6,0.2
2024-09-05 02:45:00,25.4,57.4,489,1.49,1.57,1.57,1.57,0,218,67.3,20,0,1,0,1 window,15805,17.6,78,3,7,6,0.2
2024-09-05 02:50:00,25.4,57,487,1.42,1.5,1.5,1.5,0,214,63.1,21,0,1,0,1 window,15810,17.6,78,3,7,6,0.2
2024-09-05 02:55:00,25.4,56.4,482,1.23,1.3,1.3,1.3,0,212,62.9,21,0,1,0,1 window,15815,17.6,78,3,7,6,0.2
2024-09-05 03:00:00,25.4,56.1,483,1.1,1.16,1.16,1.16,0,214,63.3,23,0,1,0,1 window,15820,17.2,79,2,5,5,0.2
2024-09-05 03:05:00,25.4,56.1,486,1.05,1.11,1.11,1.11,0,211,65.9,23,0,1,0,1 window,15825,17.2,79,2,5,5,0.2
2024-09-05 03:10:00,25.3,55.9,481,0.93,0.98,0.98,0.98,0,210,62.4,21,0,1,0,1 window,15830,17.2,79,2,5,5,0.2
2024-09-05 03:15:00,25.3,55.6,476,0.88,0.93,0.93,0.93,0,223,62.1,22,0,1,0,1 window,15835,17.2,79,2,5,5,0.2
2024-09-05 03:20:00,25.3,55.6,468,0.88,0.93,0.93,0.93,0,223,61.1,22,0,1,0,1 window,15840,17.2,79,2,5,5,0.2
2024-09-05 03:25:00,25.3,55.2,471,1.11,1.19,1.19,1.2,0,219,61.1,21,0,1,0,1 window,15845,17.2,79,2,5,5,0.2
2024-09-05 03:30:00,25.3,55.3,465,1.36,1.44,1.44,1.44,0,218,63.6,21,0,1,0,1 window,15850,16.9,76,2,5,5,0.2
2024-09-05 03:35:00,25.3,55.3,462,1.47,1.57,1.57,1.58,0,219,66.2,22,0,1,0,1 window,15855,16.9,76,2,5,5,0.2
2024-09-05 03:40:00,25.3,55.4,461,1.51,1.61,1.61,1.62,0,225,65.3,22,0,1,0,1 window,15860,16.9,76,2,5,5,0.2
2024-09-05 03:45:00,25.3,55.4,463,1.8,1.91,1.92,1.93,0,225,67,23,0,1,0,1 window,15865,16.9,76,2,5,5,0.2
2024-09-05 03:50:00,25.3,55.4,468,1.99,2.11,2.11,2.11,0,225,67.7,21,0,1,0,1 window,15870,16.9,76,2,5,5,0.2
2024-09-05 03:55:00,25.3,55.6,472,2.01,2.12,2.13,2.13,0,268,68.6,22,0,1,0,1 window,15875,16.9,76,2,5,5,0.2
2024-09-05 04:00:00,25.3,55.4,476,1.96,2.08,2.09,2.09,0,246,70.6,21,0,1,0,1 window,15880,16.8,74,3,6,6,0.2
2024-09-05 04:05:00,25.3,55.3,482,1.97,2.1,2.11,2.12,0,233,67.4,22,0,1,0,1 window,15885,16.8,74,3,6,6,0.2
2024-09-05 04:10:00,25.2,54.9,478,1.93,2.06,2.07,2.08,0,225,66.2,22,0,1,0,1 window,15890,16.8,74,3,6,6,0.2
2024-09-05 04:15:00,25.2,54.8,472,1.72,1.81,1.81,1.81,0,228,66.7,22,0,1,0,1 window,15895,16.8,74,3,6,6,0.2
2024-09-05 04:20:00,25.2,54.9,467,1.56,1.65,1.65,1.65,0,221,69,22,0,1,0,1 window,15900,16.8,74,3,6,6,0.2
2024-09-05 04:25:00,25.2,55.2,475,1.58,1.67,1.67,1.67,0,223,68.6,22,0,1,0,1 window,15905,16.8,74,3,6,6,0.2
2024-09-05 04:30:00,25.2,54.9,480,1.72,1.82,1.82,1.82,0,223,70.1,23,0,1,0,1 window,15910,16.9,72,3,6,6,0.2
2024-09-05 04:35:00,25.2,54.6,478,1.63,1.73,1.73,1.73,0,223,67.2,22,0,1,0,1 window,15915,16.9,72,3,6,6,0.2
2024-09-05 04:40:00,25.2,54.6,475,1.62,1.72,1.72,1.72,0,224,71.5,22,0,1,0,1 window,15920,16.9,72,3,6,6,0.2
2024-09-05 04:45:00,25.2,54.6,471,1.5,1.59,1.59,1.59,0,229,68.1,22,0,1,0,1 window,15925,16.9,72,3,6,6,0.2
2024-09-05 04:50:00,25.1,54.5,474,1.62,1.71,1.71,1.71,0,222,71.2,22,0,1,0,1 window,15930,16.9,72,3,6,6,0.2
2024-09-05 04:55:00,25.1,54.6,472,1.66,1.76,1.76,1.76,0,222,69.6,23,0,1,0,1 window,15935,16.9,72,3,6,6,0.2
2024-09-05 05:00:00,25.1,54.5,475,1.79,1.9,1.91,1.91,0,234,68.7,23,0,1,0,1 window,15940,17,72,3,7,4,0.3
2024-09-05 05:05:00,25,54.1,479,1.9,2.01,2.01,2.02,0,225,68.3,23,0,1,0,1 window,15945,17,72,3,7,4,0.3
2024-09-05 05:10:00,25,53.9,480,1.85,1.96,1.97,1.97,0,222,67.6,22,0,1,0,1 window,15950,17,72,3,7,4,0.3
2024-09-05 05:15:00,25,53.7,482,1.81,1.91,1.91,1.91,0,218,65.1,23,0,1,0,1 window,15955,17,72,3,7,4,0.3
2024-09-05 05:20:00,24.9,53.1,478,1.74,1.84,1.85,1.85,0,215,65.4,23,0,1,0,1 window,15960,17,72,3,7,4,0.3
2024-09-05 05:25:00,24.9,52.7,470,1.64,1.74,1.75,1.75,0,212,60.9,21,0,1,0,1 window,15965,17,72,3,7,4,0.3
2024-09-05 05:30:00,24.9,52.1,468,1.45,1.54,1.55,1.55,0,210,63.7,22,0,1,0,1 window,15970,16.5,75,3,7,4,0.3
2024-09-05 05:35:00,24.9,52,465,1.56,1.67,1.68,1.69,0,209,61.8,22,0,1,0,1 window,15975,16.5,75,3,7,4,0.3
2024-09-05 05:40:00,24.9,51.7,463,1.64,1.75,1.76,1.76,0,207,63.4,21,0,1,0,1 window,15980,16.5,75,3,7,4,0.3
2024-09-05 05:45:00,24.9,51.6,461,1.42,1.51,1.51,1.51,0,208,62.8,22,0,1,0,1 window,15985,16.5,75,3,7,4,0.3
2024-09-05 05:50:00,24.9,51.3,460,1.45,1.54,1.54,1.54,0,208,61.4,22,0,1,0,1 window,15990,16.5,75,3,7,4,0.3
2024-09-05 05:55:00,24.9,51,463,1.47,1.56,1.56,1.56,0,208,62.4,22,0,1,0,1 window,15995,16.5,75,3,7,4,0.3
2024-09-05 06:00:00,24.9,50.9,467,1.5,1.58,1.58,1.58,0,207,64.5,22,0,1,0,1 window,16000,17,73,3,6,4,0.3
2024-09-05 06:05:00,24.9,50.3,470,1.52,1.61,1.61,1.61,0,206,62.1,23,0,1,0,1 window,16005,17,73,3,6,4,0.3
2024-09-05 06:10:00,24.9,50.1,463,1.49,1.58,1.58,1.58,0,205,63.6,22,0,1,0,1 window,16010,17,73,3,6,4,0.3
2024-09-05 06:15:00,24.8,49.9,459,1.52,1.6,1.6,1.6,0,204,61.2,25,0,1,0,1 window,16015,17,73,3,6,4,0.3
2024-09-05 06:20:00,24.8,49.8,458,1.61,1.7,1.7,1.7,0,204,61,22,0,1,0,1 window,16020,17,73,3,6,4,0.3
2024-09-05 06:25:00,24.8,49.8,459,1.73,1.83,1.83,1.83,0,204,60.6,21,0,1,0,1 window,16025,17,73,3,6,4,0.3
2024-09-05 06:30:00,24.8,49.8,465,1.62,1.71,1.71,1.72,0,204,61,24,0,1,0,1 window,16030,17.8,71,3,6,4,0.3
2024-09-05 06:35:00,24.8,49.5,459,1.5,1.59,1.59,1.59,0,203,60.4,22,0,1,0,1 window,16035,17.8,71,3,6,4,0.3
2024-09-05 06:40:00,24.8,49.6,459,1.51,1.59,1.59,1.59,0,204,62.1,23,0,1,0,1 window,16040,17.8,71,3,6,4,0.3
2024-09-05 06:45:00,24.8,49.5,464,1.55,1.64,1.64,1.64,0,205,63.3,23,0,1,0,1 window,16045,17.8,71,3,6,4,0.3
2024-09-05 06:50:00,24.8,49.5,461,1.64,1.73,1.73,1.73,0,206,63.5,23,0,1,0,1 window,16050,17.8,71,3,6,4,0.3
2024-09-05 06:55:00,24.8,49.5,458,1.72,1.83,1.83,1.83,0,209,63.9,22,0,1,0,1 window,16055,17.8,71,3,6,4,0.3
2024-09-05 07:00:00,24.8,49.6,463,1.63,1.72,1.72,1.72,0,210,63.6,22,0,1,0,1 window,16060,18.1,70,4,8,7,0.3
2024-09-05 07:05:00,24.8,49.5,466,1.68,1.78,1.78,1.78,0,210,72,23,0,1,0,1 window,16065,18.1,70,4,8,7,0.3
2024-09-05 07:10:00,24.8,49.4,468,1.55,1.65,1.65,1.65,0,210,63.8,23,0,1,0,1 window,16070,18.1,70,4,8,7,0.3
2024-09-05 07:15:00,24.8,49.2,463,1.58,1.67,1.67,1.67,0,209,62.7,24,0,1,0,1 window,16075,18.1,70,4,8,7,0.3
2024-09-05 07:20:00,24.8,49.2,465,1.45,1.53,1.53,1.53,0,209,63.3,24,0,1,0,1 window,16080,18.1,70,4,8,7,0.3
2024-09-05 07:25:00,24.8,49.2,465,1.45,1.53,1.53,1.53,0,207,64.7,23,0,1,0,1 window,16085,18.1,70,4,8,7,0.3
2024-09-05 07:30:00,24.8,49.1,468,1.3,1.37,1.37,1.37,0,222,63.7,23,0,1,0,1 window,16090,18.4,69,4,8,7,0.3
2024-09-05 07:35:00,24.8,49.1,474,1.61,1.7,1.7,1.7,0,227,64.3,24,0,1,0,1 window,16095,18.4,69,4,8,7,0.3
2024-09-05 07:40:00,24.7,49.2,474,1.6,1.69,1.69,1.69,0,216,65,22,0,1,0,1 window,16100,18.4,69,4,8,7,0.3
2024-09-05 07:45:00,24.7,49.2,468,1.64,1.73,1.73,1.73,0,213,66,27,0,1,0,1 window,16105,18.4,69,4,8,7,0.3
2024-09-05 07:50:00,24.7,49.5,468,1.59,1.68,1.68,1.68,0,216,63.1,24,0,1,0,1 window,16110,18.4,69,4,8,7,0.3
2024-09-05 07:55:00,24.8,49.6,476,1.73,1.84,1.84,1.84,0,220,62.3,24,0,1,0,1 window,16115,18.4,69,4,8,7,0.3
2024-09-05 08:00:00,24.8,49.8,483,1.99,2.11,2.11,2.11,0,221,62.1,24,0,1,0,1 window,16120,19.3,66,4,8,9,0.3
2024-09-05 08:05:00,24.8,49.6,480,1.98,2.1,2.11,2.11,0,228,66.2,23,0,1,0,1 window,16125,19.3,66,4,8,9,0.3
2024-09-05 08:10:00,24.8,49.6,471,2.19,2.31,2.31,2.31,0,230,64.7,24,0,1,0,1 window,16130,19.3,66,4,8,9,0.3
2024-09-05 08:15:00,24.9,49.6,468,2.04,2.16,2.16,2.16,0,229,64.8,21,0,1,0,1 window,16135,19.3,66,4,8,9,0.3
2024-09-05 08:20:00,24.9,49.6,468,2.2,2.34,2.35,2.36,0,227,65.1,22,0,1,0,1 window,16140,19.3,66,4,8,9,0.3
2024-09-05 08:25:00,25,49.8,471,2.3,2.44,2.45,2.45,0,226,63.8,22,0,1,0,1 window,16145,19.3,66,4,8,9,0.3
2024-09-05 08:30:00,25,49.8,473,2.23,2.36,2.36,2.36,0,229,66.4,23,0,1,0,1 window,16150,19.8,64,4,8,9,0.3
2024-09-05 08:35:00,25.1,50.1,489,2.25,2.38,2.38,2.38,0,233,66.8,22,0,1,0,1 window,16155,19.8,64,4,8,9,0.3
2024-09-05 08:40:00,25.2,49.9,496,2.25,2.38,2.39,2.39,0,238,67.6,22,0,1,0,1 window,16160,19.8,64,4,8,9,0.3
2024-09-05 08:45:00,25.2,49.9,464,2.34,2.48,2.48,2.48,0,241,69.7,23,0,1,0,1 window,16165,19.8,64,4,8,9,0.3
2024-09-05 08:50:00,25.3,49.9,462,2.59,2.74,2.75,2.75,0,247,69.2,29,0,1,0,1 window,16170,19.8,64,4,8,9,0.3
2024-09-05 08:55:00,25.3,50.3,460,2.48,2.62,2.63,2.63,0,252,69.9,27,0,1,0,1 window,16175,19.8,64,4,8,9,0.3
2024-09-05 09:00:00,25.4,50.3,456,2.47,2.62,2.62,2.62,0,252,70.8,23,0,1,0,1 window,16180,21.1,60,4,8,7,0.3
2024-09-05 09:05:00,25.4,50.3,453,2.56,2.72,2.72,2.73,0,265,69.6,23,0,1,0,1 window,16185,21.1,60,4,8,7,0.3
2024-09-05 09:10:00,25.5,50.1,446,2.84,3.03,3.04,3.05,0,282,67.7,25,0,1,0,1 window,16190,21.1,60,4,8,7,0.3
2024-09-05 09:15:00,25.5,49.8,439,2.5,2.65,2.66,2.66,0,278,67,25,0,1,0,1 window,16195,21.1,60,4,8,7,0.3
2024-09-05 09:20:00,25.5,49.5,432,2.66,2.81,2.81,2.81,0,264,64.1,27,0,1,0,1 window,16200,21.1,60,4,8,7,0.3
2024-09-05 09:25:00,25.4,49.2,429,2.54,2.69,2.69,2.69,0,253,66.8,24,0,1,0,1 window,16205,21.1,60,4,8,7,0.3
2024-09-05 09:30:00,25.5,49.2,435,2.29,2.42,2.43,2.43,0,245,67.9,28,0,1,0,1 window,16210,22.2,56,4,8,7,0.3
2024-09-05 09:35:00,25.5,49.4,444,2.17,2.3,2.3,2.3,0,624,69,28,0,1,0,1 window,16215,22.2,56,4,8,7,0.3
2024-09-05 09:40:00,25.4,49.4,443,2.11,2.23,2.23,2.23,0,1261,66.6,27,0,1,0,1 window,16220,22.2,56,4,8,7,0.3
2024-09-05 09:45:00,25.4,49.1,437,2.02,2.13,2.13,2.13,0,1241,67.4,25,0,1,0,1 window,16225,22.2,56,4,8,7,0.3
2024-09-05 09:50:00,25.4,49.2,439,1.91,2.02,2.02,2.02,0,1004,65.5,24,0,1,0,1 window,16230,22.2,56,4,8,7,0.3
2024-09-05 09:55:00,25.4,49.4,442,1.97,2.09,2.09,2.09,0,831,66.6,25,0,1,0,1 window,16235,22.2,56,4,8,7,0.3
2024-09-05 10:00:00,25.4,49.4,440,1.98,2.1,2.1,2.1,0,682,69.9,25,0,1,0,1 window,16240,23.2,53,4,8,7,0.3
2024-09-05 10:05:00,25.3,49.4,432,1.76,1.86,1.86,1.86,0,580,67.4,25,0,1,0,1 window,16245,23.2,53,4,8,7,0.3
2024-09-05 10:10:00,25.4,49.2,432,1.57,1.65,1.65,1.65,0,616,67.6,24,0,1,0,1 window,16250,23.2,53,4,8,7,0.3
2024-09-05 10:15:00,25.3,49.1,433,1.72,1.82,1.82,1.82,0,595,62.8,23,0,1,0,1 window,16255,23.2,53,4,8,7,0.3
2024-09-05 10:20:00,25.3,49.2,445,1.55,1.64,1.64,1.64,0,459,64.6,23,0,1,0,1 window,16260,23.2,53,4,8,7,0.3
2024-09-05 10:25:00,25.3,49.1,447,1.67,1.76,1.76,1.76,0,382,62.7,24,0,1,0,1 window,16265,23.2,53,4,8,7,0.3
2024-09-05 10:30:00,25.3,48.9,437,1.7,1.8,1.8,1.8,0,348,62.9,24,0,1,0,1 window,16270,23.5,50,4,8,7,0.3
2024-09-05 10:35:00,25.2,48.8,432,1.96,2.07,2.07,2.07,0,322,64.7,23,0,1,0,1 window,16275,23.5,50,4,8,7,0.3
2024-09-05 10:40:00,25.1,48.8,424,1.88,1.99,1.99,1.99,0,302,63.5,23,0,1,0,1 window,16280,23.5,50,4,8,7,0.3
2024-09-05 10:45:00,25.1,49.2,430,1.71,1.8,1.8,1.8,0,288,66,24,0,1,0,1 window,16285,23.5,50,4,8,7,0.3
2024-09-05 10:50:00,25.1,49.6,441,1.54,1.63,1.63,1.63,0,284,62,23,0,1,0,1 window,16290,23.5,50,4,8,7,0.3
2024-09-05 10:55:00,25.2,49.5,445,1.75,1.86,1.86,1.86,0,281,64.4,27,0,1,0,1 window,16295,23.5,50,4,8,7,0.3
2024-09-05 11:00:00,25.3,49.4,441,1.77,1.87,1.87,1.87,0,271,60.2,25,0,1,0,1 window,16300,23.7,50,4,7,6,0.2
2024-09-05 11:05:00,25.3,49.5,443,1.69,1.79,1.79,1.79,0,276,66.4,25,0,1,0,1 window,16305,23.7,50,4,7,6,0.2
2024-09-05 11:10:00,25.3,49.5,457,1.99,2.1,2.1,2.1,0,278,62.9,30,0,1,0,1 window,16310,23.7,50,4,7,6,0.2
2024-09-05 11:15:00,25.3,49.5,458,1.9,2.01,2.01,2.01,0,293,63.8,28,0,1,0,1 window,16315,23.7,50,4,7,6,0.2
2024-09-05 11:20:00,25.4,49.4,453,1.83,1.93,1.93,1.93,0,290,62.1,25,0,1,0,1 window,16320,23.7,50,4,7,6,0.2
2024-09-05 11:25:00,25.4,49.5,451,1.84,1.94,1.94,1.94,0,283,59.6,33,0,1,0,1 window,16325,23.7,50,4,7,6,0.2
2024-09-05 11:30:00,25.5,49.5,454,1.66,1.75,1.75,1.75,0,277,59.4,45,0,1,0,1 window,16330,24.8,47,4,7,6,0.2
2024-09-05 11:35:00,25.5,49.5,476,1.65,1.74,1.74,1.74,0,274,59.9,29,0,1,0,1 window,16335,24.8,47,4,7,6,0.2
2024-09-05 11:40:00,25.6,49.1,461,1.61,1.71,1.71,1.71,0,268,57.7,29,0,1,0,1 window,16340,24.8,47,4,7,6,0.2
2024-09-05 11:45:00,25.6,49.1,443,1.68,1.78,1.78,1.78,0,262,61.3,25,0,1,0,1 window,16345,24.8,47,4,7,6,0.2
2024-09-05 11:50:00,25.6,48.9,450,1.76,1.86,1.86,1.86,0,260,56.4,32,0,1,0,1 window,16350,24.8,47,4,7,6,0.2
2024-09-05 11:55:00,25.6,48.8,442,1.76,1.86,1.86,1.86,0,255,57,27,0,1,0,1 window,16355,24.8,47,4,7,6,0.2
2024-09-05 12:00:00,25.7,48.7,435,1.7,1.8,1.8,1.8,0,254,62.5,30,0,1,0,1 window,16360,24.6,49,4,8,5,0.2
2024-09-05 12:05:00,25.7,48.5,426,1.71,1.81,1.81,1.81,0,248,57.4,32,0,1,0,1 window,16365,24.6,49,4,8,5,0.2
2024-09-05 12:10:00,25.7,48.7,426,1.78,1.89,1.89,1.89,0,248,58.1,32,0,1,0,1 window,16370,24.6,49,4,8,5,0.2
2024-09-05 12:15:00,25.7,48.9,448,1.91,2.02,2.02,2.02,0,263,62.2,36,0,1,0,1 window,16375,24.6,49,4,8,5,0.2
2024-09-05 12:20:00,25.7,48.7,458,2.15,2.28,2.28,2.28,0,265,59,26,0,1,0,1 window,16380,24.6,49,4,8,5,0.2
2024-09-05 12:25:00,25.7,48.4,458,1.92,2.03,2.03,2.03,0,255,59.1,23,0,1,0,1 window,16385,24.6,49,4,8,5,0.2
2024-09-05 12:30:00,25.7,48.7,453,1.95,2.06,2.06,2.06,0,252,60.6,25,0,1,0,1 window,16390,25.9,44,4,8,5,0.2
2024-09-05 12:35:00,25.8,48.8,450,1.91,2.02,2.02,2.02,0,256,60.4,23,0,1,0,1 window,16395,25.9,44,4,8,5,0.2
2024-09-05 12:40:00,25.8,48.5,448,1.82,1.92,1.92,1.92,0,253,60.4,22,0,1,0,1 window,16400,25.9,44,4,8,5,0.2
2024-09-05 12:45:00,25.9,48.1,456,1.63,1.73,1.73,1.73,0,247,56.7,23,0,1,0,1 window,16405,25.9,44,4,8,5,0.2
2024-09-05 12:50:00,25.9,48,453,1.74,1.84,1.84,1.84,0,245,58.9,23,0,1,0,1 window,16410,25.9,44,4,8,5,0.2
2024-09-05 12:55:00,25.9,48,445,1.93,2.04,2.04,2.04,0,247,58.9,24,0,1,0,1 window,16415,25.9,44,4,8,5,0.2
2024-09-05 13:00:00,26,48.1,445,1.92,2.03,2.03,2.03,0,250,60.5,24,0,1,0,1 window,16420,25.1,47,4,9,6,0.2
2024-09-05 13:05:00,26,47.8,442,1.83,1.93,1.93,1.93,0,250,58.9,25,0,1,0,1 window,16425,25.1,47,4,9,6,0.2
2024-09-05 13:10:00,26,47.7,443,1.83,1.94,1.94,1.94,0,247,60,24,0,1,0,1 window,16430,25.1,47,4,9,6,0.2
2024-09-05 13:15:00,26.1,47.3,438,1.68,1.77,1.77,1.77,0,243,54.4,24,0,1,0,1 window,16435,25.1,47,4,9,6,0.2
2024-09-05 13:20:00,26.1,47.2,438,1.76,1.86,1.86,1.86,0,242,55.2,29,0,1,0,1 window,16440,25.1,47,4,9,6,0.2
2024-09-05 13:25:00,26.1,47.6,437,1.66,1.75,1.75,1.75,0,248,58.1,26,0,1,0,1 window,16445,25.1,47,4,9,6,0.2
2024-09-05 13:30:00,26.1,47.6,432,1.78,1.88,1.88,1.88,0,251,60,29,0,1,0,1 window,16450,25.1,51,4,9,6,0.2
2024-09-05 13:35:00,26.2,47.3,429,1.83,1.94,1.94,1.94,0,248,56.1,40,0,1,0,1 window,16455,25.1,51,4,9,6,0.2
2024-09-05 13:40:00,26.2,46.7,427,1.69,1.79,1.79,1.79,0,247,56.7,44,0,1,0,1 window,16460,25.1,51,4,9,6,0.2
2024-09-05 13:45:00,26.2,46.9,422,1.8,1.91,1.91,1.91,0,246,56.5,37,0,1,0,1 window,16465,25.1,51,4,9,6,0.2
2024-09-05 13:50:00,26.2,47.2,432,1.99,2.11,2.11,2.11,0,254,61.3,38,0,1,0,1 window,16470,25.1,51,4,9,6,0.2
2024-09-05 13:55:00,26.2,47,438,7.62,8.1,8.14,8.16,0,260,55.9,41,0,1,0,1 window,16475,25.1,51,4,9,6,0.2
2024-09-05 14:00:00,26.2,47.2,440,30.82,33.72,34.67,35.13,0,264,57.7,38,0,1,0,1 window,16480,24.8,51,5,13,12,0.2
2024-09-05 14:05:00,26.2,46.6,451,23.14,25.05,25.53,25.77,0,261,56,36,0,1,0,1 window,16485,24.8,51,5,13,12,0.2
2024-09-05 14:10:00,26.3,46.3,445,14.06,15.19,15.45,15.59,0,260,55.1,34,0,1,0,1 window,16490,24.8,51,5,13,12,0.2
2024-09-05 14:15:00,26.3,46.6,449,10.47,11.26,11.42,11.5,0,261,57.4,37,0,1,0,1 window,16495,24.8,51,5,13,12,0.2
2024-09-05 14:20:00,26.3,47.2,442,6.43,6.88,6.96,7,0,264,61.9,37,0,1,0,1 window,16500,24.8,51,5,13,12,0.2
2024-09-05 14:25:00,26.4,47.3,439,4.99,5.3,5.31,5.32,0,266,62,38,0,1,0,1 window,16505,24.8,51,5,13,12,0.2
2024-09-05 14:30:00,26.4,47.3,439,4.13,4.37,4.37,4.37,0,266,59.4,35,0,1,0,1 window,16510,24.3,53,5,13,12,0.2
2024-09-05 14:35:00,26.5,47,449,4.43,4.69,4.69,4.69,0,284,58.7,29,0,1,0,1 window,16515,24.3,53,5,13,12,0.2
2024-09-05 14:40:00,26.5,46.7,457,3.93,4.15,4.15,4.15,0,330,57.5,31,0,1,0,1 window,16520,24.3,53,5,13,12,0.2
2024-09-05 14:45:00,26.5,46,446,2.68,2.84,2.84,2.84,0,346,56.8,27,0,1,0,1 window,16525,24.3,53,5,13,12,0.2
2024-09-05 14:50:00,26.5,45.9,443,2.91,3.08,3.08,3.08,0,371,59.1,25,0,1,0,1 window,16530,24.3,53,5,13,12,0.2
2024-09-05 14:55:00,26.5,45.6,442,2.59,2.75,2.75,2.75,0,371,54,27,0,1,0,1 window,16535,24.3,53,5,13,12,0.2
2024-09-05 15:00:00,26.5,45.5,440,2.25,2.38,2.38,2.38,0,351,52.2,26,0,1,0,1 window,16540,24.2,54,5,14,13,0.2
2024-09-05 15:05:00,26.5,45.2,436,2.08,2.2,2.2,2.2,0,329,55.1,27,0,1,0,1 window,16545,24.2,54,5,14,13,0.2
2024-09-05 15:10:00,26.5,44.9,433,2.1,2.22,2.22,2.22,0,320,58.2,28,0,1,0,1 window,16550,24.2,54,5,14,13,0.2
2024-09-05 15:15:00,26.5,44.9,434,1.99,2.1,2.1,2.1,0,309,56.4,24,0,1,0,1 window,16555,24.2,54,5,14,13,0.2
2024-09-05 15:20:00,26.5,45.1,432,2.13,2.25,2.25,2.25,0,307,57.8,26,0,1,0,1 window,16560,24.2,54,5,14,13,0.2
2024-09-05 15:25:00,26.6,45.2,433,2.3,2.43,2.43,2.43,0,313,56.7,26,0,1,0,1 window,16565,24.2,54,5,14,13,0.2
2024-09-05 15:30:00,26.6,45.8,433,2.13,2.25,2.25,2.25,0,314,62.9,24,0,1,0,1 window,16570,24.4,54,5,14,13,0.2
2024-09-05 15:35:00,26.6,46.6,433,1.92,2.04,2.04,2.04,0,303,64.8,27,0,1,0,1 window,16575,24.4,54,5,14,13,0.2
2024-09-05 15:40:00,26.6,46.7,434,1.93,2.04,2.04,2.04,0,304,61.9,28,0,1,0,1 window,16580,24.4,54,5,14,13,0.2
2024-09-05 15:45:00,26.6,46.9,445,2.01,2.13,2.13,2.13,0,305,60.9,26,0,1,0,1 window,16585,24.4,54,5,14,13,0.2
2024-09-05 15:50:00,26.6,46.9,443,2.09,2.2,2.2,2.2,0,306,59.3,27,0,1,0,1 window,16590,24.4,54,5,14,13,0.2
2024-09-05 15:55:00,26.6,46.7,437,1.79,1.89,1.89,1.89,0,296,59.8,24,0,1,0,1 window,16595,24.4,54,5,14,13,0.2
2024-09-05 16:00:00,26.6,46.9,443,1.9,2.01,2.01,2.01,0,305,59.2,27,0,1,0,1 window,16600,24.7,54,5,14,17,0.2
2024-09-05 16:05:00,26.6,46.7,452,1.92,2.03,2.03,2.03,0,299,59.9,26,0,1,0,1 window,16605,24.7,54,5,14,17,0.2
2024-09-05 16:10:00,26.7,47,457,1.87,1.98,1.98,1.98,0,300,63.6,23,0,1,0,1 window,16610,24.7,54,5,14,17,0.2
2024-09-05 16:15:00,26.7,47.2,452,1.82,1.93,1.93,1.93,0,291,61.6,26,0,1,0,1 window,16615,24.7,54,5,14,17,0.2
2024-09-05 16:20:00,26.7,47.2,443,1.76,1.86,1.86,1.86,0,283,61.1,23,0,1,0,1 window,16620,24.7,54,5,14,17,0.2
2024-09-05 16:25:00,26.7,47.2,437,1.69,1.79,1.79,1.79,0,276,61.2,23,0,1,0,1 window,16625,24.7,54,5,14,17,0.2
2024-09-05 16:30:00,26.7,47.3,438,1.49,1.58,1.58,1.58,0,271,60.9,25,0,1,0,1 window,16630,24.2,54,5,14,17,0.2
2024-09-05 16:35:00,26.7,47.4,447,1.67,1.77,1.77,1.77,0,273,58,23,0,1,0,1 window,16635,24.2,54,5,14,17,0.2
2024-09-05 16:40:00,26.7,47.6,444,1.68,1.78,1.78,1.78,0,273,59.1,24,0,1,0,1 window,16640,24.2,54,5,14,17,0.2
2024-09-05 16:45:00,26.7,47.8,432,1.54,1.62,1.62,1.62,0,272,60.9,22,0,1,0,1 window,16645,24.2,54,5,14,17,0.2
2024-09-05 16:50:00,26.7,48,426,1.53,1.61,1.61,1.61,0,273,63.3,22,0,1,0,1 window,16650,24.2,54,5,14,17,0.2
2024-09-05 16:55:00,26.8,48,423,1.57,1.67,1.67,1.67,0,273,62.8,24,0,1,0,1 window,16655,24.2,54,5,14,17,0.2
2024-09-05 17:00:00,26.8,48,420,1.56,1.65,1.65,1.65,0,266,62.1,23,0,1,0,1 window,16660,23.3,54,4,13,14,0.2
2024-09-05 17:05:00,26.7,48.1,423,1.46,1.55,1.55,1.55,0,273,63.5,23,0,1,0,1 window,16665,23.3,54,4,13,14,0.2
2024-09-05 17:10:00,26.7,48.3,423,1.44,1.52,1.52,1.52,0,271,60.8,23,0,1,0,1 window,16670,23.3,54,4,13,14,0.2
2024-09-05 17:15:00,26.7,48.1,422,1.53,1.62,1.62,1.62,0,264,61.7,24,0,1,0,1 window,16675,23.3,54,4,13,14,0.2
2024-09-05 17:20:00,26.7,48.1,417,1.54,1.63,1.63,1.63,0,271,64.3,22,0,1,0,1 window,16680,23.3,54,4,13,14,0.2
2024-09-05 17:25:00,26.7,48.3,416,1.36,1.44,1.44,1.44,0,270,60.9,25,0,1,0,1 window,16685,23.3,54,4,13,14,0.2
